제목,작가,평점,장르,연령,한줄 스토리,스토리 키워드,학원물
일사부재리,김신비 / 정은,9.93,"스토리, 스릴러",0,"내가 죽인 그 놈이 살아있다.
SBA-서울문화사-네이버가 함께하는 2014 만화 스카우트 당선작입니다.","['문화사', '스카우트', '죽인', '내가', '서울', '당선작']",0
컨트롤제트,미티,9.93,"스토리, 스릴러",0,당신은 지우고 싶은 기억이 있나요?기억을 되돌릴 수 있다면...,['기억'],0
한줌물망초,혜진양,9.96,"스토리, 판타지",0,"당신은, 전생을 믿으시나요?당신은, 나를 기억하고 있나요?전생을 믿지 않는 한 여자의 이야기, <한줌물망초>","['물망초', '한줌', '기억', '전생']",0
멜로홀릭,팀겟네임,9.93,"스토리, 스릴러",0,"교수인형,우월한하루의 팀겟네임.그들의 시니컬 로맨스,'당신은 사랑에 중독되어 보셨습니까?'","['하루', '사랑', '우월', '중독', '시니컬', '인형', '로맨스', '교수']",0
사랑의 아쿠아...,TGM / 린다,9.95,"스토리, 드라마",0,"우연한 기회에 수상한 아쿠아리움을 발견한 주인공 김죄형과,
엉뚱하지만 사랑스럽고, 진지하지만 예측불허인 수족관 사람들의 이야기.","['죄형', '진지', '수족관', '사랑', '주인공', '아쿠아', '우연', '예측', '발견', '수상', '불허', '기회']",0
나의 목소리를...,이현민,9.95,"스토리, 개그",0,"내세울 것 없는 남자에게 찾아온 대기업 면접의 기회. 본격 열혈 면접이 시작된다!
'들어는 보았나! 질풍기획!' 이현민 작가의 신작 <나의 목소리를 들어라!>","['기획', '질풍', '대기업', '목소리', '열혈', '본격', '면접', '기회']",0
인형의 기사,신의철 / 손두락,9.94,"스토리, 액션",0,죽음의 강을 건넌 연인을 찾아나서다.하드보일드 액션 느와르 <인형의 기사>,"['보일드', '느와르', '액션', '기사', '하드', '인형', '연인', '죽음']",0
피리부는 남자,박찬호 / 차용운,9.95,"스토리, 스릴러",0,"당신은 형사 지란과 함께 범인을 잡고 싶은가,
아니면 피리부는 남자와 함께
그의 살인을 지켜보고 싶은가.","['형사', '지란', '범인', '피리', '살인']",0
연애세포,김명현,9.92,"스토리, 로맨스",0,백수가 최고의 미녀스타를 사로잡을  가능성은 얼마나 될까?대충대충 인생 대충이와  사람보다 더 사람같은 고양이 네비의 치열하고 기발한 그녀 공략 메뉴얼.,"['충이', '공략', '치열', '인생', '가능성', '미녀', '최고', '스타', '백수', '메뉴', '비의', '고양이']",0
10월 28일,천정학,9.57,"스토리, 스릴러",0,"주인공 상길의 평범한 하루, 그 하루가 반복된다.","['하루', '반복', '상길', '주인공']",0
알파,부겸,8.52,"스토리, 판타지",0,감정을 느끼지 못하는 에이전트 알파그에게 주어진 비밀임무,"['에이전트', '감정', '비밀', '알파', '임무']",0
세대전쟁,까를로스 / 임홍재,9.44,"스토리, 판타지",0,죽음과 노화의 시계가 느려진 미래. 그로 인해 세대 갈등이 심화되자 젊은이들은 살아남기 위해 만 65세 이상의 노인들을 가둬 죽이는 Great Carnation(G.C)법을 제정한다. 인간사냥에 가까운 일방적인 공격들이 난무하는 절망적인 세계. 이 현실을 바꿀 수 있을까?,"['시계', '그로', '젊은이', '인해', '죽음', '절망', '이상', '사냥', '일방적', '노인', '세대', '노화', '공격', '절망적', '제정', '미래', '현실', '심화', '세계', '일방', '갈등', '난무']",0
창위의일루젼,시우,9.18,"스토리, 판타지",0,"눈이 오는 겨울밤
소년을 쫓아 오는 악령의 기사...","['기사', '악령', '소년', '겨울밤']",0
가족사진,정병식,9.84,"스토리, 드라마",0,"어느 초겨울, 결혼준비가 한창이던 어느날
떠나갔던 아버지가 돌아왔다.","['아버지', '초겨울', '한창', '준비', '결혼']",0
판타지스케치 ...,엄재경 / 천범식,9.87,"스토리, 판타지",0,"SF 퓨전 판타지, 게임 판타지, 중세 판타지
스케치, 스케치, 스케치.. 판타지를 스케치해본다.","['판타지', '게임', '스케치', '중세']",0
법대로 사랑하라,노승아 / 일리,9.48,"스토리, 로맨스",0,미스코리아 출신이자 변호사인 김유리는 잘 다니던 대형 로펌을 때려치우고 갑자기 카페를 차린다. 임대계약을 위해 만난 건물주님이 고등학생 때부터의 친구인 정호라는 걸 알기 전까지 그녀의 꿈은 찬란하기만 했는데... 사람 헷갈리게 만드는 추리닝 또라이 정호의 속마음은 대체 뭘까?,"['출신', '변호사', '무엇', '미스', '대형', '건물주', '속마음', '코리아', '친구', '계약', '추리닝', '또라이', '고등학생', '정호', '이자', '유리', '임대', '대체', '건물', '주님', '카페']",1
그랜드 배틀 ...,강냉이,7.25,"스토리, 액션",0,지상 최강을 꿈꾸는 자들의 축제가 시작된다,"['축제', '최강', '지상']",0
후유증 2,김선권,9.88,"스토리, 스릴러",0,"세 남녀의 그날 이후
김선권 작가의 '후유증' 그 두 번째 이야기","['남녀', '후유증', '이후', '그날']",0
혈투,신진우 / 박수영,9.49,"스토리, 시대극",0,일제 강점기를 배경으로 펼쳐지는복수와 음모의 대서사시!,"['배경', '일제', '음모', '서사시', '복수', '강점기']",0
고향의꽃,한(恨),9.86,"스토리, 스릴러",0,"그곳의 비밀과 배신, 그리고 음모...7년 만에 찾은 고향에서 벌어지는 한 남자의 처절한 사투.상처와 고통으로 얼룩진 지옥의 섬으로 찾아가다.","['상처', '지옥', '비밀', '처절', '음모', '배신', '고통', '고향', '사투']",0
봄이여 오라,샐비,9.93,"스토리, 드라마",0,"평범한 일상 속, 평범한 만남.
그 안에서 엮이는 조금은 특별한 인연.","['일상', '만남', '인연', '조금', '특별']",0
한국만화거장전...,한국만화가협회,9.86,"스토리, 로맨스",0,"이번엔 순정만화다!
어릴 적 내 마음을 잔잔히 적셔준 거장들의 만화가 다시 시작됩니다.","['거장', '마음', '순정']",0
식스틴,김인태,9.96,"스토리, 드라마",0,"29살 싱글맘 직장인 서인주, 어느 날 나타난 수상한 동창으로 그녀의 일상이 흔들린다.","['인주', '일상', '직장인', '동창', '수상', '싱글']",0
씬커,권혁주,9.51,"스토리, 판타지",0,몸 속에 서버가 있는 파쿠르 소년이 전파를 자유자재로 사용하는 능력으로해킹의 세계에서 히어로가 된다,"['세계', '자유자재', '서버', '히어로', '사용', '능력', '전파', '소년', '해킹']",0
모태솔로수용소...,석재윤,9.93,"스토리, 드라마",0,"연애를 하지 못하면 범죄자가 되는 세상,모태솔로들의 탈옥이 시작된다!","['연애', '탈옥', '모태', '솔로', '범죄자', '세상']",0
위장불륜 (僞...,히가시무라 아키코,9.89,"스토리, 로맨스",0,내가 왜 그랬을까?반지에서 시작된 엇갈린 첫 단추<해파리공주> 히가시무라 아키코 작가의 첫 웹툰!,"['해파리', '반지', '단추', '아키코', '시무', '공주']",0
팀 피닉스,엄재경 / Ze-...,9.95,"스토리, 판타지",0,선과 악이 뒤섞인 세상초능력 범죄자와 초능력 경찰의 치열한 싸움이 시작된다,"['치열', '경찰', '싸움', '초능력', '범죄자', '세상']",0
좋아하게 해줘,지원 / 예림,9.78,"스토리, 로맨스",0,99번 차였지만 포기할 수 없어!,['포기'],0
봉봉오쇼콜라,오성대,9.89,"스토리, 드라마",0,"엉뚱하지만 귀여운 바보 '아린'과 갓 독립한 재수생 '승유'가 만들어가는황당유쾌, 달콤한 이야기.","['재수', '승유', '어가', '독립', '바보', '재수생', '아린']",0
몽타주,단우,9.91,"스토리, 스릴러",0,<미스터리 호러 지하철>의 단우가 스릴러로 돌아오다. 사람의 얼굴을 기억하지 못하는 전직 형사와 범인의 숨막히는 추격전!,"['우가', '스릴러', '미스터리', '형사', '추격', '얼굴', '추격전', '범인', '지하철', '전직', '인의', '기억']",0
의령수,김우준,9.88,"스토리, 스릴러",0,한국콘텐츠진흥원과 함께하는 2009 네이버 웹툰 공모전 우수상 수상작끊임없이 일어나는 사건과 그 사건을 풀어가는 한 남자의 추리 드라마.,"['추리', '수상작', '한국', '콘텐츠', '수상', '공모전', '진흥원', '드라마', '우수', '사건']",0
요리대마왕,랑또,9.92,"스토리, 개그",0,"평범해 보이는 고등학교 3학년 소녀, 최고의 요리대회 <도전! 요리왕>에 도전하다.여왕이 되고 싶은 그녀의 이름은 '마 왕'.","['학년', '도전', '이름', '여왕', '요리', '평범', '최고', '소녀', '고등학교', '대회']",0
적생,아루아니_팀 겟네임,9.95,"스토리, 스릴러",0,"살인마를 움직이는 웹사이트.
그 비밀을 알아내야하는 해커 ","['해커', '비밀', '웹사이트', '살인마']",0
나는 너를 보...,모래인간 / 티오비,9.95,"스토리, 스릴러",0,"딸이 탄 지하철이 피투성이가 되어 나타났다?!모든 것을 목격한, 혹은 아무것도 목격하지 않은 사람들의 이야기.","['아무것', '목격', '지하철']",0
파도의 주인,이뫄,9.98,"스토리, 판타지",0,환상처럼 나타난 두 개의 섬그곳에서 나를 맞은 것은 기이한 피부와 붉은 눈을 가진 남자였다.,"['피부', '환상']",0
귀도호가록,이수민,9.97,"스토리, 판타지",0,조선의 밤을 떠도는 귀암행어사와새끼 구미호 미선의 험난한 여정!,"['구미호', '미선', '새끼', '여정', '암행', '어사', '조선']",0
wish-마녀...,한송이,9.84,"스토리, 판타지",0,"우리는 가끔 꿈을 꾼다. 마법을 쓰는 꿈을…그러나 마법에는 대가를 치루어야 하는데!
본 연재작은 <서울루키스카우트 2011> 당선 작품입니다.","['당선', '스카우트', '대가', '서울', '연재', '마법']",0
스토커,단우,9.93,"스토리, 스릴러",0,어린 딸이 있는 평범한 주부를 스토킹하는 의문의 남자. 어느 날 집앞에서 그녀의 딸이 유괴당하는 장면을 목격하게 된다.,"['주부', '의문', '장면', '목격', '유괴', '스토킹']",0
경운기를 탄 ...,무적핑크,9.9,"스토리, 개그",0,"'실질객관동화' 무적핑크 작가의 스마트툰 신작!싹수 노란 남자의 농사 정복기, 오빤 강남 농부 스타~일!","['복기', '무적', '강남', '농사', '핑크', '오빠', '농부', '스타', '싹수', '객관', '실질', '동화']",0
보톡스,황미나,9.21,"스토리, 로맨스",0,"대한민국 만화계의 전설 황미나 작가
5년간의 공백을 뒤로 하고 신작으로 돌아오다. 
세대를 뛰어넘는 감성과 아름다운 작화의 하모니.","['세대', '작화', '하모니', '전설', '감성', '공백', '대한민국']",0
부로콜리왕자,산삼,9.97,"스토리, 개그",0,잘생기긴했거든?? 근데.... 좀 이상해.... 얘... 지가 왕자래....,"['생기', '자래', '지가', '이상']",0
방 안의 코끼리,고요,9.97,"스토리, 로맨스",0,8년째 친구인 짝사랑남 VS. 날 좋아하는 연하남  한여름의 두 사랑 로맨스!,"['연하', '친구', '사랑', '여름', '로맨스', '짝사랑']",0
그날의 생존자들,김선권,9.75,"스토리, 스릴러",0,"하룻밤 사이 전세계 대부분의 사람들이 목숨을 잃었다?!
혼란에 빠진 생존자들에게 서서히 다가오는 또다른 공포.
<수사9단>, <후유증> 김선권 작가의 신작 재난 미스테리물","['수사', '세계', '생존자', '혼란', '대부분', '하룻밤', '공포', '후유증', '재난', '미스', '테리', '목숨']",0
MZ,최훈 / 청설모,9.94,"스토리, 액션",0,과거가 없는 요원과 과거가 수상한 해커.이제 적도 아군도 없는 싸움이 펼쳐진다.,"['이제', '해커', '싸움', '요원', '수상', '과거', '아군', '적도']",0
참새는 새!신부,99C / 백도,9.95,"스토리, 로맨스",0,"장수하고 싶은 참새, 인간을 사로잡으러 왔다!","['장수', '참새']",0
데빌카운터,해밀k / 김학영,8.77,"스토리, 액션",0,악마숭배자들의 악마 소환 의식이 시작되는 어느 마을의 성전. 바티칸의 구마사제 ‘카일'이 의식을 막고 성전을 통째로 날려버린다.다혈질의 성격과 폭력적인 사제활동으로 인해 ’카일‘은 고스트 컴퍼니로 근신을 처하게 되는데···. 악마와 싸우는 고스트 컴퍼니의 활약이 시작된다!,"['소환', '활약', '바티칸', '숭배자', '폭력', '성격', '악마', '구마', '의식', '다혈질', '근신', '통째', '마을', '성전', '사제', '폭력적', '활동', '컴퍼니', '고스트']",0
타인의 로맨스,호욱 / 만찐,9.92,"스토리, 로맨스",0,로맨스 소설 속 여주인공이 되어버린 임소희. 과연 그녀의 운명은?,"['소희', '여주인공', '운명', '소설', '로맨스']",0
크레이지 커피...,엄재경 / 최경아,9.81,"스토리, 로맨스",0,커피! 열정! 그리고 사랑!,"['커피', '열정', '사랑']",0
지원,한(恨),9.93,"스토리, 액션",0,"스릴러 웹툰 <고향의 꽃>의 작가 한(恨), 휴머니티를 안고 돌아오다.
착한남자 지원의 버라이어티한 인간융화 프로젝트.사람이 사람을 만나고 서로를 지원하는 허구에 관한 이야기.","['머니', '스릴러', '융화', '서로', '지원', '고향', '허구', '프로젝트']",0
영광의 교실,아니영,9.92,"스토리, 드라마",0,"불의의 사고로 부모님을 잃은 뒤 누나 “영주”와 단 둘이 살아온 “영광”.자신을 싫어하는 누나에게 사랑받고자 노력하지만, 끝내 거절 당하고 외롭게 자라나게 된다.","['불의', '사랑', '누나', '노력', '부모님', '영광', '사고', '부모', '영주', '거절']",0
소설가J,오성대,9.93,"스토리, 드라마",0,목숨과 바꿔서 얻은 삶.고통과 암흑만이 존재하는 세계. 절망의 끝에서 J의 고독한 사투가 시작된다.,"['세계', '고독', '암흑', '고통', '사투', '존재', '목숨', '절망']",0
신의한수,이순기 / 민홍기,9.52,"스토리, 드라마",0,"여기, 배신으로 점철된 삶을 살아온 한 여자가 있다.그녀는 사람이면 학을 떼는 냉소주의자.그래서 그녀는 사기꾼이 되었다. 그것도 떼돈을 벌어들이는 쌔끈한 점쟁이 사기꾼!","['주의자', '떼돈', '점철', '점쟁이', '배신', '냉소주의', '사기꾼', '냉소', '사기']",0
동네변호사 조...,해츨링,9.94,"스토리, 드라마",0,본격 생활법정만화 동네변호사 조들호,"['생활', '법정', '본격', '동네', '변호사']",0
샌프란시스코 ...,돌배,9.98,"스토리, 드라마",0,미국 샌프란시스코의 태권도장에서 일어나는각양각색 사람들의 진솔한 이야기,"['태권도', '태권도장', '각양각색', '프란시스']",0
늘 푸른 찻집,고병준 / 제뉴,9.96,"스토리, 드라마",0,천방지축 아이들의 달콤 쌉싸르한 성장이야기,"['성장', '아이']",0
루시퍼의 경호원,문설희 / 직선,9.58,"스토리, 판타지",0,루시퍼의 힘을 얻게 된 경호원과 힘을 뺏긴 루시퍼의 구슬 쟁탈전 !,"['쟁탈전', '구슬', '루시퍼', '경호원']",0
뷰티플 게임,박능출 / 박준규,9.58,"스토리, 스포츠",0,백수경력 3년의 축구 감독 공백기와 축구공 한번 잡아본 적 없는 여자고교 축구팀의 드림 하이!본 컨텐츠는 서울 루키 스카우트 2010 당선작입니다.,"['축구공', '고교', '스카우트', '감독', '축구', '드림', '서울', '백수', '당선작', '컨텐츠', '공백기', '경력', '하이', '한번', '축구팀']",1
헬로 미스터 ...,아지,9.94,"스토리, 개그",0,"흑곰보다 험악한 인상을 가진 뒷 세계의 지배자
그에게는 은밀하고도 깜찍한 취미가 있다?!
<2013 대학만화 최강자전> 8강 진출작!","['세계', '지배자', '진출', '취미', '최강자', '대학', '인상', '진출작']",0
별의 유언,후은,9.96,"스토리, 판타지",0,신비로운 미지의 섬에서 펼쳐지는 그들의 오묘하고도 아름다운 동화같은 이야기.,"['오묘', '미지', '신비', '동화']",0
딥(DEEP),토우 / 김태헌,9.95,"스토리, 스릴러",0,오래 전 실종되었던 가족이 다시 우리 곁으로 돌아왔다!?마지막까지 예측불가. 미스터리 드라마 호러 웹툰.,"['실종', '미스터리', '가족', '예측', '드라마', '마지막', '불가']",0
섀도우,유느지 / 해진,9.96,"스토리, 판타지",0,"히어로와 빌런이 싸우고 간 뒷 이야기, 들어보셨나요? 
안지운과 동료들의 그림자 속 이야기.
<2013 대학만화 최강자전> 8강 진출작!","['동료', '그림자', '어로', '진출', '최강자', '대학', '안지', '진출작']",0
이별만화 완성도,손경석,9.85,"스토리, 개그",0,이별 앞에서 울고 웃는 우리들 ㅠ_ㅠ 2014 슈퍼루키 당선작!,"['슈퍼', '이별', '당선작']",0
좀비소녀,DAMA,9.88,"스토리, 액션",0,"어릴 적 화재와 화상 흉터로 한없이 움추러드는 사춘기 소녀 원나.그런 그녀에게 닥친 생애 최초, 최고의 상황 ㅡ 좀비바이러스.좀비바이러스에 전염된 마을 어르신들을 지킬 수 있는 건, 오직 원나뿐!힐링감 넘치는 원나의 웃픈 성장기 <좀비소녀>를 소개합니다!","['전염', '화재', '마을', '사춘기', '어르신', '소개', '최고', '좀비', '성장기', '흉터', '소녀', '최초', '화상', '생애', '상황', '힐링', '나의']",0
다욤이의 다이...,"아키, 심윤수 /...",9.26,"스토리, 드라마",0,"다시! 다시! 내일 또 다시! 언제까지 ‘다시어트’를 할겁니까? 
무거운 이야기를 가볍게 이야기하는 당신을 위한 만화",['내일'],0
우연일까?,남지은 / 김인호,9.93,"스토리, 로맨스",0,우연일까? 운명일까? 가슴 설레는 사랑 이야기가 찾아옵니다.,"['사랑', '가슴', '우연', '운명']",0
한섬세대,유승진,9.86,"스토리, 시대극",0,"조선후기의 평범한 관리지망생 한섬. 
만만치 않은 길이지만, 한섬이는 만만디. 과연 벼슬자리에 오를 수 있을까?","['지망', '만만디', '지망생', '관리', '후기', '벼슬', '자리', '벼슬자리', '조선']",0
기사도,환쟁이,9.88,"스토리, 액션",0,"물러설 곳 없는 두 남자의 싸움이 시작된다!쫓고 쫓기는 그들의 스릴 넘치는 이야기, '기사도'","['스릴', '기사', '싸움']",0
원 뿔러스 원,청보리,9.97,"스토리, 판타지",0,"같은 장애를 가진 두 소년이 살아가는 세상. 
그리고 특정 장애인만을 노리는 범죄자. 
장애를 주제로 한 학원 스릴러.","['스릴러', '학원', '주제', '장애', '소년', '범죄자', '특정', '세상', '장애인']",1
꽃밭에솔,209,9.95,"스토리, 드라마",0,꽃 공포증이 있는 고등학생 계은솔과 친구들의 성장 이야기,"['고등학생', '친구', '성장', '솔과', '공포증']",1
후유증,김선권,9.37,"스토리, 스릴러",0,한 순간의 사고 이후 조금씩 나타나는 후유증.안대용의 삶은 그때부터 모든 것이 틀어지기 시작했다.<수사 9단> 김선권 작가 신작.,"['후유증', '이후', '그때', '사고', '안대', '조금', '수사']",0
중립디자인구역,최남새,9.67,"스토리, 판타지",0,"천사와 악마의 의상을 디자인하는 중립디자인구역
그곳에 입사한 사회초년생 호양이의 다사다난한 일상","['일상', '양이', '악마', '다사다난', '중립', '천사', '의상', '입사', '초년', '구역', '사회', '디자인', '초년생']",0
하루,오늘,9.82,"스토리, 로맨스",0,"첫사랑에 실패한 복학생 진우, 연애를 다신 안 하겠다고 다짐한다.드디어 복학 첫 날, 어쩐지 마음이 끌리는 교환학생 일본인 하루를 도와주면서 친해지게 되고, 전여친 차희연을 마주한다.","['연애', '하루', '교환', '학생', '복학', '복학생', '마음', '첫사랑', '다짐', '일본인', '실패']",0
소녀 연대기,지님,9.95,"스토리, 감성",0,서툴고 답답한 것 투성이지만 성장하는 중입니다.친구가 중요했던 그시절 현이와 친구들의 중3이야기.,"['친구', '성장', '시절', '중요']",0
나랑 살래?,은희,9.13,"스토리, 로맨스",0,"만 20살의 생일날 친척 집에서 쫓겨나 거리를 걷던 중 '귀신의 집'으로 소문난 집 앞에서 잡귀들에게 쫓겨난 두 귀신을 마주하게 된 노을. '귀신의 집'을 싸게 구입해 잡귀들을 몰아내고 두 귀신과의 동거를 시작하게 된다! 3년 전 의문의 사고로 죽게 된 후 저승 버스를 타고 가던 중, 버스에서 내려 이승을 헤매게 되었다는 두 귀신은 자신들의 이름과 이승에 만나야 할 사람이 있다는 것 외에는 기억이 없고...대학을 휴학하고 아르바이트를 구하던 노을은 우연히 마주친 박수무당 만복의 제안으로 인기 신인배우 도한이 소속된 회사에서 퇴마의 일을 하게 되고, 그러던 중 마주한 도한에게 난생처음 두근거림을 느끼게 되는데...!","['처음', '의문', '도한', '노을', '버스', '배우', '대학', '소속', '무당', '이승', '구입', '휴학', '귀신', '신인', '생일날', '동거', '인기', '친척', '잡귀', '이름', '아르바이트', '마의', '살의', '제안', '회사', '만복', '저승', '박수', '사고', '거리', '기억']",0
오성X한음,유승진,9.95,"스토리, 시대극",0,"영길리국에 셜록과 왓슨이 있다면 조선에는 이들이 있다!조선판 수사추리극, 오성X한음<한섬세대> 유승진 작가 신작!","['추리', '세대', '오성', '영길리', '승진', '조선', '한음', '수사']",0
저승에서 만난...,단우 / 백희정,9.97,"스토리, 스릴러",0,한 아이의 유괴 사건과 관련된 다섯 사람저승에서 펼쳐지는 미스터리 스릴러,"['사건', '스릴러', '미스터리', '저승', '아이', '유괴', '다섯', '관련']",0
뱀피르,카인 / 12B,9.9,"스토리, 판타지",0,"뱀파이어에게 피를 제공하며 가축같이 살아가는 노예인 인간들. 
그 잔혹한 숙명과 뱀파이어의 감시 속에서 반란하려는 무리가 생겨난다. 
SBA-서울문화사-네이버가 함께하는 2015 만화 스카우트 당선작입니다.","['문화사', '스카우트', '숙명', '뱀파이어', '노예', '무리', '감시', '반란', '서울', '제공', '당선작', '가축', '잔혹']",0
미스터리 호러...,단우,9.97,"스토리, 스릴러",0,"지하철 환수역이 생긴 이후로 59일째마다 사람이 자살을 한다...이게 우연이라고??귀신 따위 믿지는 않지만, 귀신이든 뭐든! 빨리 막지 않으면 며칠 뒤 또 누군가가 자살할지도 몰라...!!","['자살', '귀신', '우연', '이후', '환수', '지하철', '며칠']",0
호곡,감대,9.06,"스토리, 판타지",0,'이제 우리 차례야'조선의 왕 '천군'이 사라지고 3년 뒤...한 소녀가 나타나다.,"['차례', '소녀', '조선', '천군']",0
머리카락을 뽑...,이다몽,9.93,"스토리, 드라마",0,기억을 잃어버리는 여중생의 잃어버린 기억 찾기,"['여중생', '기억']",0
미숙한 친구는...,최삡뺩,9.94,"스토리, 개그",0,또띠또띠 뀌꼬르떼 레마르장의 완전 신나는 4차원 지구생활기!,"['장의', '지구', '생활', '완전', '생활기', '차원', '마르']",0
어쩐지 수상하...,디기사 / 두둥,9.84,"스토리, 개그",0,조직폭력배 전두엽의 보물을 훼손하고 도망자 신세로 전락해버린 손세인. 위기의 상황을 벗어나기 위해 여장 생활을 선택한다. 어쩐지 수상하더라니...,"['여장', '신세', '전두엽', '전락', '생활', '도망자', '수상', '보물', '훼손', '위기', '조직', '선택', '상황', '폭력배', '세인']",0
사라지다,김선우,9.92,"스토리, 로맨스",0,어느 날 갑자기 투명인간이 되어버린 썸녀와의 동거,"['동거', '투명', '와의']",0
어서와,고아라,9.95,"스토리, 로맨스",0,"성냥갑처럼 늘어서 있는 삭막한 자취촌의 평범한 대학생 솔아. 신비한 고양이 홍조의 등장과 함께 솔아의 단조로웠던 삶이 바뀌기 시작한다. 어딘가 수상한 우리 고양이 홍조, 고양이 홍조의 비밀은 과연 무엇일까?※2009년 베스트도전만화 화제작, 2020년 추천완결에서 다시 만나세요!","['단조', '성냥갑', '삭막', '홍조', '무엇', '고양이', '등장', '추천', '자취', '베스트', '완결', '전만', '아의', '비밀', '화제작', '신비', '대학생', '수상']",0
살의,길연,9.69,"스토리, 스릴러",0,"2016년, 타인의 '살의'를 조종하여 살인을 저지르게 만드는 미치광이 '살인설계자'에 대한 소문이 무성하다. 급기야 경찰에서는 '살인설계자 전담반'까지 만들어 그를 쫒는 도중, 그의 본 모습을 목격했을 것으로 추정되는 서은영을 찾아 나서는데...","['조종', '추정', '소문', '미치광이', '목격', '경찰', '모습', '설계자', '전담반', '은영', '도중', '살의', '타인', '살인']",0
로딩,이지우,9.66,"스토리, 드라마",0,"스무 살 가을, 자신의 가장 소중한 친구와 함께 떠났던 첫 여행. 이 여행에서 “성훈”은 친구를 사고로 잃고 만다.","['친구', '가을', '사고', '성훈', '여행']",0
패밀리맨,정필원,9.87,"스토리, 드라마",0,피치못할 사정으로 가족 앞에 자신의 모습을드러낼 수 없게 된 아버지의 가슴 뭉클한 이야기.,"['아버지', '사정', '가슴', '가족', '모습']",0
너와 너 사이,오지혜,9.94,"스토리, 드라마",0,"소중했던 나날, 너와 함께 있었던 그 시간... 본 작품은 2013 만화스카우트 선정 작품입니다.","['스카우트', '나날', '선정', '시간']",0
영수의 봄,이윤희,9.96,"스토리, 드라마",0,카메라를 들고 셋을 세었을 때 나는 사랑의 마법에 걸렸다?!SBA-서울문화사-네이버가 함께하는 2014 만화 스카우트 당선작입니다.,"['문화사', '스카우트', '사랑', '서울', '당선작', '마법', '카메라']",0
마야고,후렛샤 / 김홍태,9.95,"스토리, 스릴러",0,"미스테리 스릴러 빙의,그리고 치명적인 시즌2 마야고!","['스릴러', '빙의', '마야', '미스', '테리', '치명적', '치명', '시즌']",0
여기가 씨름부...,MU / 만화인간,9.55,"스토리, 개그",0,시름은 씨름으로 잊자!샅바마왕이 귀환했다!,"['씨름', '시름', '귀환', '마왕', '샅바']",0
뜨거운 것이 ...,고민정,9.66,"스토리, 로맨스",0,"찜질방에서 벌어지는 청춘 남녀들의 사랑과 고민,
그리고 다시 세상으로 돌아가기 위해 숨고르기를 하는 이웃들의 이야기.","['남녀', '사랑', '고민', '청춘', '이웃', '찜질', '세상']",0
진눈깨비 소년,쥬드프라이데이,9.97,"스토리, 감성",0,아무 일도 일어나지 않길 바랬던 고3 송해나는 우연히 정우진을 만난다그리고 우연은 눈처럼 조용히 쌓인다,['우연'],0
황금의 핸드메...,박장고 / 김래하,9.93,"스토리, 판타지",0,손에 닿는 무엇이든 황금으로 만드는[더 골드]의 여행기,"['황금', '골드', '무엇', '여행기']",0
연 시즌2,구아진,9.77,"스토리, 스릴러",0,"구아바 작가의 옴니버스 스릴러 ‘연 시즌2’오늘, 지금, 당신에게도 일어날 수 있는 일들.","['스릴러', '버스', '오늘', '구아', '지금', '옴니버스', '시즌']",0
월남특급,김혜원,9.87,"스토리, 드라마",0,"유쾌상쾌통쾌! 지긋지긋한 현실을 벗어나 베트남으로!
돈가방을 들고 튄 두 여자와 악의 무리들의 로얄 어드벤처 베트남 여행기.","['로얄', '현실', '베트남', '무리', '돈가방', '통쾌', '여행기', '어드벤처']",0
2호선 세입자,정은경 / 여원,9.9,"스토리, 드라마",0,2호선엔 왜 사람이 많을까?지하철에서 벌어지는 로맨틱 휴먼 드라마,"['로맨틱', '드라마', '지하철']",0
3P,김우준,9.93,"스토리, 판타지",0,"사이코, 사이코패스, 사이코매트리스트.. 그들의 치열한 서바이벌이 시작되었다.살아남아라!비밀이 풀릴 때까지 쇼는 끝나지 않는다.","['매트', '치열', '패스', '사이코', '리스트']",0
카오스어택,맛스타,9.95,"스토리, 판타지",0,지구는 바야흐로 영웅시대평범한 고등학생과 엉뚱발랄 영웅들의 좌충우돌 에피소드!,"['고등학생', '영웅', '지구', '평범', '에피소드', '시대', '좌충우돌']",1
참치와 돌고래,이힝,9.97,"스토리, 드라마",0,모솔에 금사빠인 현호수영장 그남자에게 또 금세 사랑에 빠지다! 과연 현호의 이번 사랑은 이루어 질 수 있을까?,"['사랑', '현호', '금사', '수영장']",0
환상적인 소년,후은,9.98,"스토리, 판타지",0,평범한 소년과 환상적인 소녀의 위험한 동행 이야기.,"['환상적', '동행', '소녀', '소년', '환상', '위험']",0
"이기자, 그린",김8,9.96,"스토리, 드라마",0,쓰레기 기자와 망한 연예인의 애매한 로맨스'불만시대' 김8 작가의 신작!,"['기자', '시대', '연예인', '가의', '로맨스', '쓰레기', '불만']",0
강변살다,박윤영,9.86,"스토리, 로맨스",0,이강변이라는 이름의 그녀가 펼쳐가는 20대 청춘 로맨스,"['강변', '청춘', '로맨스', '이름']",0
코끼리를 끌어...,백희정,9.95,"스토리, 드라마",0,"조금은 특별하고 서툰ㅡ
만나고 부딪히며 아이들은 성장 해 간다. 
<심장이뛰다> 백희정의 학원 휴먼판타지 신작","['백희', '학원', '성장', '판타지', '아이', '심장', '조금', '특별', '정의']",1
