제목,작가,평점,장르,연령,한줄 스토리,스토리 키워드,학원물
일진에게 회초리,유승연,9.95,"에피소드, 액션",0,"조선시대의 가장 위대한 왕, 세종. 한글 반포를 앞둔 조선을 떠나 21세기 18살 불량 고등학생 정이도에게 빙의된다.난무하는 급식체에 세종, 몸소 훈민정음의 참뜻을 가르친다.","['시대', '반포', '고등학생', '세종', '세기', '훈민정음', '불량', '정이', '빙의', '조선', '급식', '난무', '참뜻']",1
푸들과 Dog거중,최삡뺩,9.98,"에피소드, 개그",0,독거 아니고 Dog거 중입니다.푸들과의 이상한 일상!,"['독거', '푸들', '이상', '일상']",0
빨간책,랑또,9.78,"에피소드, 스릴러",0,생각하면 할 수록 무서운 빨간책 속 이야기. 어디에나 있고 어디에도 없는 것에 대하여.. 랑또 작가의 컷툰 신작.,"['빨간책', '수록', '생각']",0
열대어,실버벨,9.94,"에피소드, 개그",0,누구보다 친근한 생선들이 온다!10대 핵공감툰.,"['생선', '감투', '공감']",0
백귀야행지,아만(阿慢),9.88,"에피소드, 개그",0,소름과 웃음이 동시에! 빨간 도깨비가 풀어놓는 기이한 이야기글로벌 라인 웹툰에서 연재되고 있는 대만의 <百鬼夜行誌>를 한국어 버전으로 감상하세요.,"['버전', '연재', '도깨비', '동시', '글로벌', '소름', '라인', '한국어', '웃음', '감상']",0
언럭키 맨션,약국,9.98,"에피소드, 드라마",0,언럭키한 럭키 맨션의 유쾌한 동거 라이프,"['동거', '맨션', '라이프']",0
텍사스홀덤,onesound,9.87,"에피소드, 일상",0,흥미진진 승부사의 세계,"['세계', '사의', '승부']",0
네이버 앱피소드,웹툰작가,9.63,"에피소드, 개그",0,"인기 웹툰 작가 총 출동
마침내 시작되는 네이버 릴레이 웹툰!","['릴레이', '출동', '인기']",0
만렙소녀 오오라,김규삼,9.47,"에피소드, 개그",0,"돌아온 븟새와 오오라의 대모험! 
..근데 이거 도대체 무슨 만화지?","['모험', '화지', '오라']",0
모던패밀리 2,외눈박이 / 시현,9.68,"에피소드, 개그",0,행복한 가정을 이루기 위해 고군분투하는 어느 수상한 가족 이야기그 두번째 시즌!,"['고군분투', '시즌', '분투', '수상', '행복', '가정', '고군', '가족']",0
와라편의점 the animation,와라패밀리,9.76,"에피소드, 개그",0,"우리 동네 편의점도 피해갈 수 없다!!
편의점에서 일어나는 다양한 에피소드. 와라 편의점!! 웹투니메이션 컨텐츠의 시작입니다.","['동네', '점도', '편의점', '다양', '피해', '메이', '편의', '컨텐츠', '에피소드']",0
판다독,판다독,9.84,"에피소드, 일상",0,"엄마 피그독, 여동생 펭귄독과 함께 사는 귀차니즘의 왕자 판다독이
캐릭터 회사에 디자이너로 취업해 첫 사회 생활을 시작하며 펼치는 좌충우돌 리얼 스토리!","['사회', '왕자', '회사', '피그', '펭귄', '리얼', '스토리', '엄마', '좌충우돌', '독이', '캐릭터', '취업', '생활', '디자이너', '여동생', '판다']",0
보글보글,요나,9.91,"에피소드, 감성",0,'할미식당'에서 일어나는 가슴 든든한 이야기,"['가슴', '미식']",0
스쿨홀릭,신의철,9.89,"에피소드, 개그",0,신선생과 학생들이 함께 울고 웃는대한민국 학교의 유쾌한 일상! 다함께 <스쿨홀릭>에 중독되어 봅시다!,"['일상', '중독', '대한민국', '학교', '스쿨', '선생', '학생']",1
엔드리스,윤준식 / 박하연,9.96,"에피소드, 스릴러",0,현실과 가상현실이 구분되지 않는 머지않은 미래. 가짜와 진짜가혼재되어 존재하는 세상에서 그 본질의 가치를 지키기 위해 싸우는 사람들의 이야기.,"['구분', '미래', '진짜', '머지', '현실', '본질', '존재', '가치', '혼재', '가짜', '세상', '가상현실']",0
3인칭,꼬마비 / 애마비,9.94,"에피소드, 드라마",0,쉽지 않은 사랑 이야기.그녀를 찾아서..,['사랑'],0
2016 학교 다녀오겠습니다,웹툰작가,9.41,"에피소드, 일상",0,신학기가 외롭고 힘든 당신을 위해 준비했다웹툰작가들의 개그 단편선,"['개그', '신학기', '준비', '단편']",0
데우스 엑스 마키나,꼬마비,9.93,"에피소드, 드라마",0,신은 어디에나 있다,[],0
부토,정현주,9.92,"에피소드, 일상",0,"'Trump!(트럼프)' 정현주 작가의 웹툰 신작!!
우정, 수련과 결투, 승리, 출생의 비밀... 에 대한 얘기는 아닌 것 같습니다.","['현주', '출생', '수련', '얘기', '결투', '트럼프', '비밀', '승리']",0
메이크 업 드림 - Make Up Dream,김계란 X 네이버...,7.12,"에피소드, 드라마",0,내 안의 또 다른 내가 궁금하세요? 지금 드립니다. 메이크 업 Dream!네이버웹툰과 김계란 작가의특집 5부작 에피소드별 실전 메이크업 가이드를 만나보세요.,"['지금', '계란', '특집', '가이드', '부작', '에피소드', '실전', '메이크업']",0
세상과 하늘 사이,우기리,8.96,"에피소드, 로맨스",0,한류스타가 내 남편이 됐다?!현재 잘나가는 한류스타인 ‘이세상’은 암 진단을 받은 상태. 사실 5살 짜리 딸 하늘이가 있는 미혼부인 그는 불안해한다.그는 보육교사 라경에게 고액을 제시하며 계약결혼을 제안하는데…?!,"['교사', '제시', '부인', '결혼', '스타', '하늘', '미혼', '불안', '사실', '계약', '제안', '보육', '스타인', '상태', '남편', '고액', '한류', '세상', '진단']",0
구석구석캠페인,네이버 웹툰 작가,9.21,"에피소드, 일상",0,"“여기가 정말 대한민국?”
주말에 여행할 곳을 찾고 있다면~ 네이버 웹툰 작가들과 함께 대한민국의 구석구석으로 신나는 여행을 떠나보자!","['여행', '구석구석', '대한민국', '주말']",0
내 어린고양이와 늙은개,초,9.91,"에피소드, 일상",0,"서로의 시점으로 그린,반려동물과 함께 사는 이야기","['동물', '시점', '반려', '그린', '서로']",0
취업의소리,"조석,워니",9.16,"에피소드, 개그",0,"조석,wony(박종원) 2인의 작가들이 펼치는,팍팍!! 막힘 없이 뚫리는 취업이야기.
웃음은 크게~ 청년 취업 고민은 쏘옥","['청년', '인의', '고민', '조석', '취업', '웃음']",0
27-10,AJS,9.93,"에피소드, 드라마",0,"시작하기까지 아주 오랜 시간이 걸려서,어쩌면 영원히 못할 것만 같던 이야기.그녀가 지나온 시간의 기록","['기록', '시간']",0
부부생활,써니사이드업,9.94,"에피소드, 일상",0,유부들도 안 알랴준 유부 이야기,['유부'],0
한국만화거장전 : 만화보물섬,한국만화가협회,9.88,"에피소드, 드라마",0,"만화잡지 <보물섬>, 기억나나요? 
한국만화의 잡지시대를 풍미했던 거장들의 단편을 웹툰으로 만나세요.","['시대', '단편', '보물섬', '풍미', '잡지', '한국', '거장']",0
갓!김치,김민우,7.38,"에피소드, 개그",0,​1000% 신토불이 히어로 등장!,"['등장', '신토불이', '어로']",0
일편단심화,심윤수,9.79,"에피소드, 감성",0,"하나의 짧은 이야기. 그림과 만나다.
골방환상곡 그림 작가 침묵의 일편단심화","['그림', '일편단심', '골방', '침묵', '환상곡']",0
아프니까 병원이다,고리타,9.89,"에피소드, 일상",0,"환자의 입장에서 그리는 병원에서의 일상
가끔은 슬프고, 또 가끔은 가슴뭉클한 진짜 병원 생활기","['생활기', '진짜', '일상', '환자', '입장', '가슴', '병원', '생활']",0
실질객관영화,무적핑크,9.73,"에피소드, 개그",0,10층에서 뛰어내렸는데 어떻게 살아있을 수 있지?정말 히어로는 무조건 이길 수 있을까?실질적이고 객관적인 시선에서 새로보는 영화이야기,"['어로', '실질적', '객관', '실질', '객관적', '시선', '영화']",0
오빠야 누나야,긴유,9.62,"에피소드, 일상",0,우리 오빠들은 허락 못한다!그건 누나들도 마찬가지거든?!,"['누나', '허락', '오빠', '마찬가지']",0
열정호구,솔뱅이,9.93,"에피소드, 드라마",0,멀고도 험한 취업 관문을 뚫고 드디어 취업에 성공!?꽃길만 펼쳐질 줄 알았는데...어쩐지 열정페이의 함정에 빠진 것만 같다.,"['성공', '관문', '함정', '취업', '꽃길']",0
2011 루키 단편선-지옥캠프,웹툰작가,9.81,"에피소드, 드라마",0,"전설적인 작가 이현세, 이두호가 직접 프로듀싱한 10명의 신인작가 단편선","['프로', '이두', '직접', '현세', '전설적', '신인', '전설', '단편', '호가']",0
한국만화 또 다른 시선,웹툰작가,9.75,"에피소드, 일상",0,또 다른 만화를 제안하다인디 웹툰 단편집,"['단편집', '제안']",0
구름의 이동속도,김이랑,9.98,"에피소드, 드라마",0,흙수저 탈출만이 유일한 목표?홍상완의 뜻대로 안풀리는 고교생활 이야기,"['완의', '목표', '고교', '홍상', '수저', '탈출', '유일한', '생활']",1
잡다한컷,그림왕양치기,9.91,"에피소드, 일상",0,잡다하지 않은 우리들 이야기.Job! 多! 한! 컷!,[],0
아이키우는만화,쇼쇼,9.46,"에피소드, 일상",0,아기를 낳는다고 끝은 더더욱 아니지출산 후 펼쳐지는 어나더 레벨의 세상!,"['아기', '세상', '출산', '레벨']",0
홍차리브레,꼬모소이,9.98,"에피소드, 감성",0,내 행복은 어디 있을까요?물음만 늘어가는 서른 살의 이야기,"['물음', '행복', '어가', '살의']",0
오늘도 핸드메이드!,소영,9.97,"에피소드, 감성",0,"나만 보기엔 너무 예쁘고 나만 느끼기엔 너무나 따뜻한,손으로 하는 모든 이야기",['보기'],0
개편 축하 릴레이 카툰,네이버웹툰작가,9.55,"에피소드, 일상",0,"보다 재미있고, 보다 다양한 웹툰의 세계, 네이버 만화가 개편되었습니다.네이버 웹툰 개편을 축하하기 위하여 많은 프로 작가님들이 릴레이 축하 카툰을 선보입니다.","['만화가', '다양', '개편', '세계', '축하', '카툰', '프로', '릴레이']",0
창공의 타이양사무소,박유나,9.96,"에피소드, 드라마",0,고된 인생 속에도 사랑과 웃음이 있다,"['웃음', '사랑', '인생']",0
성공한 덕후,옛사람,9.89,"에피소드, 드라마",0,나는 그냥 오빠를 한번이라도 실제로 보고 싶었을 뿐인데!! 어느날 아침 성덕이 된 이야기,"['성덕', '한번', '아침', '오빠']",0
아이돌 연구소,해마 / 연제원,9.45,"에피소드, 개그",0,아이돌의 모든 것!지금부터 아이돌 연구소가 알려준다,"['지금', '아이', '연구소']",0
만 화 고,김8,7.21,"에피소드, 개그",0,무존재 오타쿠더러 만화 주인공이 되라고?,"['공이', '오타쿠', '존재', '주인공', '주인']",0
만화사랑 캠페인,웹툰작가,6.27,"에피소드, 일상",0,"윤인완&곽재용, 이준익&형민우, 최현우&하일권, 이말년&이제석, 최훈&최희 등
각계각층을 대표하는 전문가들과 최고의 만화가들의 만남!","['만화가', '재용', '제석', '말년', '만남', '최고', '각계각층', '대표', '각층', '전문가', '각계', '현우', '하일']",0
도자기,호연,9.78,"에피소드, 드라마",0,어렵다고 느끼는 우리의 문화재를 현대적인 감수성으로 술술 풀어낸 호연 작가님의 세계!오늘의 도자기는 무엇을 품고 있을지 함께 상상해보세요.,"['현대', '무엇', '문화재', '현대적', '상상', '세계', '도자기', '감수성', '오늘']",0
내 여자친구는 상남자,맛스타,9.97,"에피소드, 로맨스",0,어느 날 갑자기 내 여자친구가 남자가 되었다?! 하루 아침 남자가 되어버린 지은이를 둘러싼 엉망진창 코믹 판타지 로맨스!,"['친구', '로맨스', '아침', '엉망진창', '코믹', '지은이', '판타지', '하루']",0
암흑도시,정뱅,9.93,"에피소드, 개그",0,암흑도시에서 살아가는우리네 소소한 이야기,"['도시', '암흑', '소한']",0
불괴,폭주필 / 폭주작,9.4,"에피소드, 액션",0,마교의 손에 무림맹이 파괴되는 절체절명의 순간!이 위기를 타파할 전대고수들의 모든 내공이 생양아치백기립의 몸안에 흡수되면서 새로운 위기가 찾아오는데...,"['파괴', '맹이', '전대', '아치', '절명', '양아치', '무림', '백기', '위기', '고수', '내공', '흡수', '절체절명', '생양', '타파']",0
움비처럼,권혁주,9.89,"에피소드, 감성",0,"바쁜 일상 속에서 잠시 자신을 돌아보게 하는 만화
느림의 즐거움을 추구하는 마음정화웹툰","['즐거움', '정화', '일상', '느림', '추구', '마음']",0
Yes my boss(예스마이보스),김밀콩,9.97,"에피소드, 드라마",0,"가뜩이나 생활고에 시달리는데, 하나뿐인 동생이 사고를 쳐서 발등에 불 떨어진 웹툰작가 정아린. 직업상 어시는 많이 필요하지만 이들에게 줄 월급이 고료로는 부족하다. 오랜 세월 꿈꾸던 만화가를 그만둘 수 없어 어쩔 수 없이 취직을 해 낮에는 직장인, 밤에는 만화가인 삶을 살기로 하지만 만화만 그리던 손으로 회사일이 익숙할 리 없을 터. 출근 첫날부터 상사에게 열심히 까이고 작업실로 돌아온 그 때 부족한 손을 채워줄 새로운 파트타임 어시를 보고 눈을 의심하게 되는데...!","['생활고', '타임', '직장인', '회사일', '아린', '만화가', '첫날', '동생', '상사', '파트타임', '부족', '작업실', '어시', '발등', '의심', '월급', '파트', '사고', '세월', '필요', '직업', '취직', '회사', '출근', '고료']",0
엄마와 딸 x2,필냉이,9.97,"에피소드, 일상",0,"인자한 외할머니, 깐깐한 엄마, 엉뚱한 딸이 한 집에 살게 되었다?!본격 삼대모녀 티격태격 생활기","['생활기', '인자', '모녀', '엄마', '본격', '생활', '삼대', '외할머니']",0
내일은 웹툰,신의철,9.88,"에피소드, 개그",0,"내일 나오는 만화를 그리며, 언제나 내일을 사는 
웹툰 작가들의 만화같은 이야기.",['내일'],0
2인용 인간,WONDER,9.86,"에피소드, 판타지",0,"두 사람에게 나눠 팔린 내 인생,낮과 밤 다른 인물로 살아가야 한다.","['인물', '인생']",0
와장창창! 자취맨,폭타,9.95,"에피소드, 일상",0,자취인생의 리얼함을 보여준다!세 남자의 엉망진창 자취 이야기!!,"['엉망', '리얼', '진창', '엉망진창', '자취', '인생']",0
까뱅,X-TEAM,8.82,"에피소드, 개그",0,치킨시티의 새로운 영웅 '까뱅',"['시티', '영웅', '치킨']",0
태릉좀비촌,하얀독수리,9.36,"에피소드, 드라마",0,대한민국에서 가장 높은 신체능력과 강도 높은 훈련을 이겨낸 엘리트 운동선수들이 모여 있는 '태릉선수촌'에 좀비 바이러스가 퍼졌다. 유도 은메달리스트 락구는 자신의 목숨보다 중요한 양궁선수 승미를 구하기 위해 격리구역이 된 태릉선수촌에 뛰어드는데…….,"['운동선수', '운동', '리스트', '훈련', '은메달', '바이러스', '대한민국', '유도', '격리', '목숨', '신체', '선수촌', '선수', '엘리트', '중요', '양궁', '강도', '구역', '능력']",0
영월동 534번지,임성훈 / 정보근,9.77,"에피소드, 드라마",0," 어린 시절 기억을 잃은 채 미국으로 입양된 여리원은 자신에게 화재와 관련된 트라우마가 있다는 것을 알게 되고, 이를 치료할 과거의 사실을 확인하기 위해 한국을 찾는다.  그러나 여리원이 기억을 잃은 계기가 된 과거의 화재 사건과 밀접한 관계를 가진 새봄재단이사장 박정덕은, 마침 코앞으로 다가온 국회의원 선거를 앞두고 그녀의 방문을 탐탁치않게 여긴다.  과거를 찾아나선 여리원은 자신과 과거와 연관된 여러 사람을 만나가는 과정 속에서 많은 사람들이 화재사건과 자신의 어머니에 대한 것을 숨기려 하고 있음을 눈치 채기 시작한다…!","['선거', '한국', '있음', '과정', '치료', '코앞', '입양', '국회의원', '새봄', '방문', '박정', '계기', '우마', '확인', '어머니', '화재', '눈치', '재단', '트라', '연관', '관계', '밀접', '이사장', '사건', '관련', '과거', '기억', '시절', '사실', '여리']",0
